Client ID,List Index,Number of Websites (FW),Number of Images (AC),Simple Cache (KB),Similarity Cache (KB)
77,16,4,40,4644.58,4644.58
78,16,4,40,2537.91,2448.03
79,16,4,40,15370.08,15051.46
80,16,4,40,4792.63,4608.60
81,16,4,40,2712.51,2433.79
82,16,4,40,19980.29,19881.19
83,16,4,40,8409.78,7912.97
84,16,4,40,3821.99,3821.99
85,16,4,40,8241.03,8162.14
86,16,4,40,4335.13,4335.13
87,16,4,40,4423.73,4347.92
88,16,4,40,1455.26,1382.17
89,16,4,40,7805.75,6834.97
90,16,4,40,3323.48,3323.48
91,16,4,40,3931.55,3931.55
92,16,4,40,3765.35,3380.55
93,16,4,40,3652.23,3200.31
94,16,4,40,3419.35,3006.22
95,16,4,40,4516.43,4516.43
96,16,4,40,4139.03,3737.89
97,16,4,40,3288.81,2939.74
98,16,4,40,3094.30,2783.27
99,16,4,40,8608.27,8458.37
100,16,4,40,2757.57,2682.59
1,17,5,10,3856.50,3856.50
2,17,5,10,459.93,459.93
3,17,5,10,436.15,436.15
4,17,5,10,982.67,982.67
5,17,5,10,2205.86,2205.86
6,17,5,10,3145.11,3145.11
7,17,5,10,6322.76,6322.76
8,17,5,10,1109.59,1109.59
9,17,5,10,3456.65,3456.65
10,17,5,10,2306.18,2306.18
11,17,5,10,1278.51,1278.51
12,17,5,10,1312.18,1312.18
13,17,5,10,916.51,916.51
14,17,5,10,2169.10,2169.10
15,17,5,10,10204.89,10204.89
16,17,5,10,1493.33,1493.33
17,17,5,10,669.14,637.98
18,17,5,10,663.44,663.44
19,17,5,10,4098.68,4098.68
20,17,5,10,1453.90,1453.90
21,17,5,10,1063.79,1063.79
22,17,5,10,1829.67,1829.67
23,17,5,10,759.13,759.13
24,17,5,10,1722.30,1722.30
25,17,5,10,967.77,912.87
26,17,5,10,714.97,714.97
27,17,5,10,756.52,756.52
28,17,5,10,4024.39,4024.39
29,17,5,10,8265.75,8265.75
30,17,5,10,3331.37,3331.37
31,17,5,10,967.99,967.99
32,17,5,10,1142.31,1061.36
33,17,5,10,2432.85,2432.85
34,17,5,10,781.17,781.17
35,17,5,10,580.98,580.98
36,17,5,10,1313.61,1313.61
37,17,5,10,845.81,845.81
38,17,5,10,2627.02,2627.02
39,17,5,10,2426.24,2426.24
40,17,5,10,1204.47,1204.47
41,17,5,10,1133.37,1133.37
42,17,5,10,1274.34,1274.34
43,17,5,10,2690.18,2690.18
44,17,5,10,1816.20,1816.20
45,17,5,10,1186.59,1186.59
46,17,5,10,448.39,448.39
47,17,5,10,1030.53,1030.53
48,17,5,10,548.14,548.14
49,17,5,10,4901.86,4901.86
50,17,5,10,2590.77,2590.77
51,17,5,10,387.68,387.68
52,17,5,10,2696.81,2384.09
53,17,5,10,424.17,424.17
54,17,5,10,926.34,926.34
55,17,5,10,1293.64,1293.64
56,17,5,10,666.48,666.48
57,17,5,10,1053.74,1053.74
58,17,5,10,2653.01,2653.01
59,17,5,10,557.96,557.96
60,17,5,10,3874.19,3874.19
61,17,5,10,2877.95,2877.95
62,17,5,10,3429.29,3429.29
63,17,5,10,3207.91,3095.89
64,17,5,10,1328.78,1328.78
65,17,5,10,1428.59,1428.59
66,17,5,10,7038.11,6983.79
67,17,5,10,367.04,320.15
68,17,5,10,790.99,707.74
69,17,5,10,740.81,740.81
70,17,5,10,10978.31,10978.31
71,17,5,10,3718.29,3718.29
72,17,5,10,1852.20,1852.20
73,17,5,10,1538.25,1538.25
74,17,5,10,781.69,781.69
75,17,5,10,5491.32,5491.32
76,17,5,10,2494.89,2494.89
77,17,5,10,1482.86,1482.86
78,17,5,10,682.10,682.10
79,17,5,10,573.91,573.91
80,17,5,10,2527.23,2527.23
81,17,5,10,640.74,640.74
82,17,5,10,14624.72,14624.72
83,17,5,10,4591.07,4591.07
84,17,5,10,5818.53,5116.25
85,17,5,10,1006.77,875.33
86,17,5,10,725.19,725.19
87,17,5,10,633.93,633.93
88,17,5,10,2303.12,2303.12
89,17,5,10,6640.54,6640.54
90,17,5,10,724.35,724.35
91,17,5,10,960.97,960.97
92,17,5,10,1046.94,1046.94
93,17,5,10,1177.32,1177.32
94,17,5,10,11242.93,11242.93
95,17,5,10,725.18,725.18
96,17,5,10,10524.71,10524.71
97,17,5,10,1724.40,1724.40
98,17,5,10,1756.40,1756.40
99,17,5,10,1227.23,1227.23
100,17,5,10,2331.87,2331.87
1,18,5,20,1050.16,1000.64
2,18,5,20,13873.85,13873.85
3,18,5,20,3422.00,3422.00
4,18,5,20,3249.46,2594.42
5,18,5,20,2027.51,2027.51
6,18,5,20,2312.02,2158.12
7,18,5,20,8320.90,8320.90
8,18,5,20,4976.75,4481.21
9,18,5,20,2566.77,2517.99
10,18,5,20,13453.68,13453.68
11,18,5,20,1257.79,1112.05
12,18,5,20,3684.94,2751.92
13,18,5,20,4438.75,4438.75
14,18,5,20,6362.28,6362.28
15,18,5,20,4278.41,4278.41
16,18,5,20,3023.06,3023.06
17,18,5,20,10756.21,10756.21
18,18,5,20,1166.57,1166.57
19,18,5,20,976.63,976.63
20,18,5,20,2725.95,2599.27
21,18,5,20,2958.98,2958.98
22,18,5,20,5315.04,5228.00
23,18,5,20,982.82,982.82
24,18,5,20,5432.83,5422.48
25,18,5,20,2696.67,2696.67
26,18,5,20,9842.27,9842.27
27,18,5,20,1604.17,1576.16
28,18,5,20,1777.76,1777.76
29,18,5,20,2390.00,2155.95
30,18,5,20,5192.13,5192.13
31,18,5,20,7700.29,7676.09
32,18,5,20,9393.43,9393.43
33,18,5,20,4413.93,4413.93
34,18,5,20,10461.29,10433.92
35,18,5,20,3692.60,3692.60
36,18,5,20,3703.62,3687.11
37,18,5,20,884.70,884.70
38,18,5,20,5732.74,5732.74
39,18,5,20,6663.84,6663.84
40,18,5,20,1263.65,1238.55
41,18,5,20,1339.61,1339.61
42,18,5,20,6134.05,6134.05
43,18,5,20,3955.71,3955.71
44,18,5,20,5382.30,5382.30
45,18,5,20,1474.06,1474.06
46,18,5,20,6050.62,5990.45
47,18,5,20,10543.50,10471.09
48,18,5,20,1254.21,1254.21
49,18,5,20,2529.33,2371.31
50,18,5,20,2354.04,2320.66
51,18,5,20,6046.58,6046.58
52,18,5,20,1699.90,1699.90
53,18,5,20,3422.64,2974.55
54,18,5,20,6935.52,6935.52
55,18,5,20,1851.62,1851.62
56,18,5,20,753.75,732.45
57,18,5,20,3188.47,3130.97
58,18,5,20,878.21,878.21
59,18,5,20,4004.60,3846.18
60,18,5,20,1717.06,1717.06
61,18,5,20,1183.18,1039.16
62,18,5,20,3924.48,3848.77
63,18,5,20,3648.88,3648.88
64,18,5,20,5186.43,5186.43
65,18,5,20,4904.38,4858.20
66,18,5,20,12010.15,11997.58
67,18,5,20,2425.34,2425.34
68,18,5,20,1174.65,1174.65
69,18,5,20,948.12,948.12
70,18,5,20,2008.70,2008.70
71,18,5,20,5793.98,5762.32
72,18,5,20,1830.34,1830.34
73,18,5,20,3410.74,3410.74
74,18,5,20,4932.80,4932.80
75,18,5,20,3120.79,3120.79
76,18,5,20,2203.67,2203.67
77,18,5,20,2214.96,2214.96
78,18,5,20,2940.58,2940.58
79,18,5,20,1804.32,1804.32
80,18,5,20,1592.93,1592.93
81,18,5,20,1598.48,1598.48
82,18,5,20,2259.48,2212.51
83,18,5,20,3278.69,3278.69
84,18,5,20,4634.36,4634.36
85,18,5,20,2780.43,2780.43
86,18,5,20,1776.13,1758.96
87,18,5,20,1658.22,1658.22
88,18,5,20,4874.12,4874.12
89,18,5,20,4294.77,4239.86
90,18,5,20,1533.27,1533.27
91,18,5,20,934.84,934.84
92,18,5,20,3588.09,3588.09
93,18,5,20,2056.55,2016.88
94,18,5,20,4409.36,4409.36
95,18,5,20,1751.63,1751.63
96,18,5,20,5825.68,5825.68
97,18,5,20,2334.23,2334.23
98,18,5,20,1223.10,1168.52
99,18,5,20,3781.23,3781.23
100,18,5,20,1304.33,1142.88
1,19,5,30,2585.79,2443.05
2,19,5,30,4355.85,4355.85
3,19,5,30,2226.40,2226.40
4,19,5,30,9128.69,7874.83
5,19,5,30,5518.79,5440.76
6,19,5,30,2835.64,2835.64
7,19,5,30,2247.37,2247.37
8,19,5,30,6104.84,5954.45
9,19,5,30,2323.46,2177.45
10,19,5,30,3262.00,3262.00
11,19,5,30,1955.85,1955.85
12,19,5,30,2252.46,2208.94
13,19,5,30,4288.40,4197.08
14,19,5,30,27329.80,27329.80
15,19,5,30,2278.77,2278.77
16,19,5,30,12034.91,11959.50
17,19,5,30,4496.64,4436.73
18,19,5,30,13068.27,13068.27
19,19,5,30,2644.15,2437.72
20,19,5,30,2788.20,2745.51
21,19,5,30,1415.95,1415.95
22,19,5,30,3807.96,3807.96
23,19,5,30,2849.76,2357.12
24,19,5,30,1947.91,1947.91
25,19,5,30,1575.19,1575.19
26,19,5,30,7714.82,7714.82
27,19,5,30,5789.92,5541.08
28,19,5,30,5958.35,5958.35
29,19,5,30,11256.05,11256.05
30,19,5,30,6598.89,6576.88
31,19,5,30,6308.92,6297.39
32,19,5,30,12238.01,12238.01
33,19,5,30,13661.82,13609.79
34,19,5,30,5938.32,5783.01
35,19,5,30,4252.53,4164.58
36,19,5,30,4241.30,4241.30
37,19,5,30,3031.78,3031.78
38,19,5,30,2498.26,2337.03
39,19,5,30,3308.78,3308.78
40,19,5,30,3265.69,3265.69
41,19,5,30,5663.88,5663.88
42,19,5,30,12280.05,12280.05
43,19,5,30,3591.05,3328.91
44,19,5,30,3620.07,3620.07
45,19,5,30,7774.18,7361.97
46,19,5,30,3701.85,3472.20
47,19,5,30,3802.07,3665.32
48,19,5,30,11401.51,11313.32
49,19,5,30,2899.60,2899.60
50,19,5,30,3310.88,3181.91
51,19,5,30,5630.56,5559.86
52,19,5,30,4734.75,4734.75
53,19,5,30,2882.82,2703.97
54,19,5,30,42128.04,42085.79
55,19,5,30,2606.81,2288.22
56,19,5,30,16823.02,16823.02
57,19,5,30,3283.95,3283.95
58,19,5,30,5988.46,5988.46
59,19,5,30,4502.57,4486.05
60,19,5,30,5395.17,5395.17
61,19,5,30,2513.39,2513.39
62,19,5,30,14194.34,14194.34
63,19,5,30,3309.00,3222.96
64,19,5,30,3030.44,2939.56
65,19,5,30,12109.97,12023.77
66,19,5,30,11717.51,11717.51
67,19,5,30,4100.98,4100.98
68,19,5,30,18016.70,17976.28
69,19,5,30,15846.41,15563.39
70,19,5,30,5276.72,5276.72
71,19,5,30,3590.26,3565.42
72,19,5,30,5301.56,5301.56
73,19,5,30,4259.91,4122.18
74,19,5,30,10061.33,9928.83
75,19,5,30,6248.92,5921.48
76,19,5,30,3207.57,2814.60
77,19,5,30,5140.47,4643.29
78,19,5,30,3756.05,3329.87
79,19,5,30,3182.71,3110.03
80,19,5,30,4176.85,4125.94
81,19,5,30,3487.63,3398.60
82,19,5,30,4979.52,4979.52
83,19,5,30,5300.23,5025.89
84,19,5,30,10656.54,10656.54
85,19,5,30,2014.66,2014.66
86,19,5,30,9158.66,9065.64
87,19,5,30,8310.96,8310.96
88,19,5,30,1295.39,1254.38
89,19,5,30,17747.07,17747.07
90,19,5,30,13611.05,13567.21
91,19,5,30,16631.74,16487.45
92,19,5,30,19120.93,19120.93
93,19,5,30,5020.51,5020.51
94,19,5,30,2468.13,2358.12
95,19,5,30,8279.65,8279.65
96,19,5,30,2925.21,2864.37
97,19,5,30,4332.96,4332.96
98,19,5,30,14864.02,14545.66
99,19,5,30,8060.33,8060.33
100,19,5,30,2732.84,2551.84
1,20,5,40,4080.93,4000.75
2,20,5,40,4393.30,4300.29
3,20,5,40,1880.14,1748.05
4,20,5,40,2628.48,2323.67
5,20,5,40,8324.90,7669.85
6,20,5,40,14617.34,14585.83
7,20,5,40,41400.19,41400.19
8,20,5,40,2981.98,2822.45
9,20,5,40,9347.30,9308.20
10,20,5,40,3437.30,3183.80
11,20,5,40,16198.81,14997.87
12,20,5,40,22023.46,22023.46
13,20,5,40,3103.80,3103.80
14,20,5,40,8378.96,6718.95
15,20,5,40,2104.93,2104.93
16,20,5,40,3187.12,2938.69
17,20,5,40,11452.06,10076.45
18,20,5,40,13558.06,13558.06
19,20,5,40,4486.04,4344.62
20,20,5,40,10728.24,10510.17
21,20,5,40,4163.47,3724.32
22,20,5,40,3428.78,3428.78
23,20,5,40,2344.96,2344.96
24,20,5,40,14304.30,14119.14
25,20,5,40,2268.45,2231.54
26,20,5,40,4486.96,4261.25
27,20,5,40,17673.91,17673.91
28,20,5,40,9076.17,9038.98
29,20,5,40,18794.65,18794.65
30,20,5,40,5075.19,4924.68
31,20,5,40,8775.81,8715.89
32,20,5,40,10727.87,10727.87
33,20,5,40,2090.36,1885.20
34,20,5,40,6444.84,6444.84
35,20,5,40,9807.53,9689.15
36,20,5,40,5461.60,5111.96
37,20,5,40,2784.19,2739.73
38,20,5,40,4301.99,4142.44
39,20,5,40,2907.73,2776.09
40,20,5,40,4159.88,4103.52
41,20,5,40,13032.32,12672.42
42,20,5,40,22931.62,22931.62
43,20,5,40,16289.85,13871.33
44,20,5,40,10802.84,10133.24
45,20,5,40,4818.35,4678.57
46,20,5,40,5682.29,4324.89
47,20,5,40,11276.69,11170.15
48,20,5,40,3961.59,3961.59
49,20,5,40,19776.67,19580.56
50,20,5,40,4601.01,4527.79
51,20,5,40,15481.60,15383.14
52,20,5,40,6725.27,6652.85
53,20,5,40,2233.98,2134.88
54,20,5,40,14285.09,12883.21
55,20,5,40,15694.29,15673.47
56,20,5,40,10721.49,10678.57
57,20,5,40,10299.76,9169.94
58,20,5,40,3415.98,3415.98
59,20,5,40,3874.65,3874.65
60,20,5,40,5083.65,4742.34
61,20,5,40,4338.69,4250.59
62,20,5,40,9498.96,9473.57
63,20,5,40,3185.28,2926.41
64,20,5,40,5250.09,5075.08
65,20,5,40,9308.87,8112.25
66,20,5,40,4992.02,4940.42
67,20,5,40,8761.07,8282.51
68,20,5,40,4953.79,4778.46
69,20,5,40,5771.79,5771.79
70,20,5,40,9355.83,8598.85
71,20,5,40,2036.37,1989.17
72,20,5,40,8521.29,8521.29
73,20,5,40,2476.02,2458.48
74,20,5,40,16232.76,15170.39
75,20,5,40,10397.71,10345.57
76,20,5,40,5132.20,4934.47
77,20,5,40,4677.84,3960.83
78,20,5,40,2180.13,2180.13
79,20,5,40,9445.35,8914.77
80,20,5,40,3703.95,3638.56
81,20,5,40,15223.87,15139.63
82,20,5,40,13260.89,13124.74
83,20,5,40,6402.89,5624.64
84,20,5,40,17908.13,17785.10
85,20,5,40,2538.96,2516.86
86,20,5,40,4858.55,4858.55
87,20,5,40,5610.95,5297.40
88,20,5,40,22507.50,21194.89
89,20,5,40,3347.93,3245.30
90,20,5,40,13059.18,12965.68
91,20,5,40,4997.27,4833.00
92,20,5,40,5013.05,4529.72
93,20,5,40,6057.52,6057.52
94,20,5,40,10986.85,9629.30
95,20,5,40,4321.57,3953.65
96,20,5,40,4408.19,4360.99
97,20,5,40,11974.22,11952.29
98,20,5,40,6804.72,6615.50
99,20,5,40,4185.99,4056.38
100,20,5,40,6817.56,6550.57
